substituent,molecular_formula,Name,ΔVC-m,ΔVC -p,σm,σp,Fb,Rc,cid,molecular_weight,exact_mass,monoisotopic_mass,charge,heavy_atom_count,h_bond_donor_count,h_bond_acceptor_count,xlogp,tpsa,canonical_smiles,complexity,covalent_unit_count,all_atoms_count,all_atoms_count_unique,Num_of_Rings,heavy_atoms,aromatic_bond,single_bond,double_bond,triple_bond,C,H,N,O,S,F,Cl,P,Ge,Se,Si,Br,B,As
(CH2)3CH3,C10H14,Butylbenzene,-2.171812109999821,-3.2,-0.08,-0.16,-0.01,0.15,10870,134.22,134.109550447,134.109550447,0,10,0,0,3.9,0,CC(C)CC1=CC=CC=C1,78,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
(CH2)3CH3,C10H14,Butylbenzene,-2.171812109999821,-3.2,-0.08,-0.16,-0.01,0.15,7705,134.22,134.109550447,134.109550447,0,10,0,0,4.4,0,CCCCC1=CC=CC=C1,70.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
(CH2)3CH3,C10H14,Butylbenzene,-2.171812109999821,-3.2,-0.08,-0.16,-0.01,0.15,8680,134.22,134.109550447,134.109550447,0,10,0,0,4.2,0,CCC(C)C1=CC=CC=C1,80,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
(CH2)3CH3,C10H14,Butylbenzene,-2.171812109999821,-3.2,-0.08,-0.16,-0.01,0.15,7366,134.22,134.109550447,134.109550447,0,10,0,0,4.1,0,CC(C)(C)C1=CC=CC=C1,91.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH(Me)(Et),C10H14,2-Phenylbutane,-2.171812109999821,-3.2,-0.08,-0.12,-0.02,-0.1,10870,134.22,134.109550447,134.109550447,0,10,0,0,3.9,0,CC(C)CC1=CC=CC=C1,78,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH(Me)(Et),C10H14,2-Phenylbutane,-2.171812109999821,-3.2,-0.08,-0.12,-0.02,-0.1,7705,134.22,134.109550447,134.109550447,0,10,0,0,4.4,0,CCCCC1=CC=CC=C1,70.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH(Me)(Et),C10H14,2-Phenylbutane,-2.171812109999821,-3.2,-0.08,-0.12,-0.02,-0.1,8680,134.22,134.109550447,134.109550447,0,10,0,0,4.2,0,CCC(C)C1=CC=CC=C1,80,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH(Me)(Et),C10H14,2-Phenylbutane,-2.171812109999821,-3.2,-0.08,-0.12,-0.02,-0.1,7366,134.22,134.109550447,134.109550447,0,10,0,0,4.1,0,CC(C)(C)C1=CC=CC=C1,91.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
C(Me)3,C10H14,tert-Butylbenzene,-2.924824110000295,-3.9,-0.1,-0.2,-0.02,-0.18,10870,134.22,134.109550447,134.109550447,0,10,0,0,3.9,0,CC(C)CC1=CC=CC=C1,78,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
C(Me)3,C10H14,tert-Butylbenzene,-2.924824110000295,-3.9,-0.1,-0.2,-0.02,-0.18,7705,134.22,134.109550447,134.109550447,0,10,0,0,4.4,0,CCCCC1=CC=CC=C1,70.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
C(Me)3,C10H14,tert-Butylbenzene,-2.924824110000295,-3.9,-0.1,-0.2,-0.02,-0.18,8680,134.22,134.109550447,134.109550447,0,10,0,0,4.2,0,CCC(C)C1=CC=CC=C1,80,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
C(Me)3,C10H14,tert-Butylbenzene,-2.924824110000295,-3.9,-0.1,-0.2,-0.02,-0.18,7366,134.22,134.109550447,134.109550447,0,10,0,0,4.1,0,CC(C)(C)C1=CC=CC=C1,91.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH2CH2CH3,C9H12,Propylbenzene,-2.171812109999821,-3.1,-0.06,-0.13,0.01,-0.14,7668,120.19,120.093900383,120.093900383,0,9,0,0,3.7,0,CCCC1=CC=CC=C1,60.4,1,21,2,1,9,6,3,0,0,9.0,12.0,,,,,,,,,,,,
CH2CH2CH3,C9H12,Propylbenzene,-2.171812109999821,-3.1,-0.06,-0.13,0.01,-0.14,7406,120.19,120.093900383,120.093900383,0,9,0,0,3.7,0,CC(C)C1=CC=CC=C1,68.1,1,21,2,1,9,6,3,0,0,9.0,12.0,,,,,,,,,,,,
isopropyl,C9H12,isopropylbenzene,-2.297314110000643,-3.3,-0.04,-0.15,0.04,-0.19,7668,120.19,120.093900383,120.093900383,0,9,0,0,3.7,0,CCCC1=CC=CC=C1,60.4,1,21,2,1,9,6,3,0,0,9.0,12.0,,,,,,,,,,,,
isopropyl,C9H12,isopropylbenzene,-2.297314110000643,-3.3,-0.04,-0.15,0.04,-0.19,7406,120.19,120.093900383,120.093900383,0,9,0,0,3.7,0,CC(C)C1=CC=CC=C1,68.1,1,21,2,1,9,6,3,0,0,9.0,12.0,,,,,,,,,,,,
NHCOO(CH2)3CH3,C11H15NO2,Butyl phenylcarbamate,0.5264808899994641,-3.2,0.06,-0.05,0.13,-0.18,15233,193.24,193.110278721,193.110278721,0,14,1,2,3.3,38.3,CCCCOC(=O)NC1=CC=CC=C1,165,1,29,4,1,14,6,7,1,0,11.0,15.0,1.0,2.0,,,,,,,,,,
(CH2)6CH3,C13H20,Heptylbenzene,-2.297314110000643,-3.2,-0.07,-0.16,0.0,-0.16,14115,176.30,176.156500638,176.156500638,0,13,0,0,6.1,0,CCCCCCCC1=CC=CC=C1,101,1,33,2,1,13,6,7,0,0,13.0,20.0,,,,,,,,,,,,
(CH2)6CH3,C13H20,Heptylbenzene,-2.297314110000643,-3.2,-0.07,-0.16,0.0,-0.16,20136,176.30,176.156500638,176.156500638,0,13,0,0,5.2,0,CCC(CC)(CC)C1=CC=CC=C1,119,1,33,2,1,13,6,7,0,0,13.0,20.0,,,,,,,,,,,,
C(Et)3,C13H20,"(1,1-Diethylpropyl)benzene",-3.1130771099998564,-4.0,-0.07,-0.2,0.02,-0.22,14115,176.30,176.156500638,176.156500638,0,13,0,0,6.1,0,CCCCCCCC1=CC=CC=C1,101,1,33,2,1,13,6,7,0,0,13.0,20.0,,,,,,,,,,,,
C(Et)3,C13H20,"(1,1-Diethylpropyl)benzene",-3.1130771099998564,-4.0,-0.07,-0.2,0.02,-0.22,20136,176.30,176.156500638,176.156500638,0,13,0,0,5.2,0,CCC(CC)(CC)C1=CC=CC=C1,119,1,33,2,1,13,6,7,0,0,13.0,20.0,,,,,,,,,,,,
Me,C7H8,TOLUENE,-2.109061109999967,-3.3,-0.07,-0.17,0.01,-0.18,1140,92.14,92.062600255,92.062600255,0,7,0,0,2.7,0,CC1=CC=CC=C1,42,1,15,2,1,7,6,1,0,0,7.0,8.0,,,,,,,,,,,,
NHCOC6H4-4OMe,C14H13NO2,4-methoxy-N-phenylbenzamide,-0.16378011000004186,-3.4,0.09,-0.06,0.17,-0.23,346037,227.26,227.094628657,227.094628657,0,17,1,2,2.6,38.3,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,241,1,30,4,2,17,11,5,1,0,14.0,13.0,1.0,2.0,,,,,,,,,,
CYCLOHEXENYL,C12H14,1-Phenyl-1-cyclohexene,-2.6876253300005803,-3.3835339200003185,-0.1,-0.08,-0.07,-0.01,13043,158.24,158.109550447,158.109550447,0,12,0,0,4.5,0,C1CCC(=CC1)C2=CC=CC=C2,161,1,26,2,2,12,5,6,1,0,12.0,14.0,,,,,,,,,,,,
CH2NH2,C7H9N,Benzylamine,-2.9875751100001486,-3.5,-0.03,-0.11,0.04,-0.15,7504,107.15,107.073499291,107.073499291,0,8,1,1,1.1,26,C1=CC=C(C=C1)CN,55.4,1,17,3,1,8,6,2,0,0,7.0,9.0,1.0,,,,,,,,,,,
CH2NH2,C7H9N,Benzylamine,-2.9875751100001486,-3.5,-0.03,-0.11,0.04,-0.15,7515,107.15,107.073499291,107.073499291,0,8,1,1,1.7,12,CNC1=CC=CC=C1,55.4,1,17,3,1,8,6,2,0,0,7.0,9.0,1.0,,,,,,,,,,,
NHMe ,C7H9N,Methylaniline,-5.1211091100007495,-11.2,-0.21,-0.7,0.03,-0.73,7504,107.15,107.073499291,107.073499291,0,8,1,1,1.1,26,C1=CC=C(C=C1)CN,55.4,1,17,3,1,8,6,2,0,0,7.0,9.0,1.0,,,,,,,,,,,
NHMe ,C7H9N,Methylaniline,-5.1211091100007495,-11.2,-0.21,-0.7,0.03,-0.73,7515,107.15,107.073499291,107.073499291,0,8,1,1,1.7,12,CNC1=CC=CC=C1,55.4,1,17,3,1,8,6,2,0,0,7.0,9.0,1.0,,,,,,,,,,,
NHCONH2,C7H8N2O,1-Phenylurea,0.08722388999937314,-3.7,-0.03,-0.24,0.09,-0.33,6145,136.15,136.063662883,136.063662883,0,10,2,1,0.8,55.1,C1=CC=C(C=C1)NC(=O)N,119,1,18,4,1,10,6,3,1,0,7.0,8.0,2.0,1.0,,,,,,,,,,
cyclopentyl,C11H14,cyclopentylbenzene,-2.6738201099997654,-3.7,-0.05,-0.14,0.02,-0.16,136538,146.23,146.109550447,146.109550447,0,11,0,0,4.4,0,C1CCC(C1)C2=CC=CC=C2,105,1,25,2,2,11,5,6,0,0,11.0,14.0,,,,,,,,,,,,
CH2C(OH)(Me)2,C10H14O,2-Methyl-1-phenyl-2-propanol,-3.2385791100006784,-3.7,-0.16,-0.17,-0.11,-0.06,7531,150.22,150.104465066,150.104465066,0,11,1,1,2.2,20.2,CC(C)(CC1=CC=CC=C1)O,112,1,25,3,1,11,6,5,0,0,10.0,14.0,,1.0,,,,,,,,,,
CH2C(OH)(Me)2,C10H14O,2-Methyl-1-phenyl-2-propanol,-3.2385791100006784,-3.7,-0.16,-0.17,-0.11,-0.06,14311,150.22,150.104465066,150.104465066,0,11,0,1,3.5,9.2,CCCCOC1=CC=CC=C1,84.9,1,25,3,1,11,6,5,0,0,10.0,14.0,,1.0,,,,,,,,,,
O(CH2)3CH3,C10H14O,Butoxybenzene,-1.0422941100002239,-5.9,0.1,-0.32,0.29,-0.61,7531,150.22,150.104465066,150.104465066,0,11,1,1,2.2,20.2,CC(C)(CC1=CC=CC=C1)O,112,1,25,3,1,11,6,5,0,0,10.0,14.0,,1.0,,,,,,,,,,
O(CH2)3CH3,C10H14O,Butoxybenzene,-1.0422941100002239,-5.9,0.1,-0.32,0.29,-0.61,14311,150.22,150.104465066,150.104465066,0,11,0,1,3.5,9.2,CCCCOC1=CC=CC=C1,84.9,1,25,3,1,11,6,5,0,0,10.0,14.0,,1.0,,,,,,,,,,
N=CHC6H4-4-OMe ,C14H13NO,N-(4-Methoxybenzylidene)aniline,-1.9835591100002594,-3.8,-0.07,-0.54,0.15,-0.69,98633,211.26,211.099714038,211.099714038,0,16,0,2,2.8,21.6,COC1=CC=C(C=C1)C=NC2=CC=CC=C2,213,1,29,4,2,16,11,4,1,0,14.0,13.0,1.0,1.0,,,,,,,,,,
CH2OH,C7H8O,Benzyl alcohol,-2.736571110000734,-3.8,0.0,0.0,0.03,-0.03,244,108.14,108.057514874,108.057514874,0,8,1,1,1.1,20.2,C1=CC=C(C=C1)CO,55.4,1,16,3,1,8,6,2,0,0,7.0,8.0,,1.0,,,,,,,,,,
CH2OH,C7H8O,Benzyl alcohol,-2.736571110000734,-3.8,0.0,0.0,0.03,-0.03,7519,108.14,108.057514874,108.057514874,0,8,0,1,2.1,9.2,COC1=CC=CC=C1,55.4,1,16,3,1,8,6,2,0,0,7.0,8.0,,1.0,,,,,,,,,,
cyclobutyl ,C10H12,Cyclobutylbenzene,-2.736571110000734,-3.9,-0.05,-0.14,0.02,-0.16,138219,132.20,132.093900383,132.093900383,0,10,0,0,3.8,0,C1CC(C1)C2=CC=CC=C2,96.6,1,22,2,2,10,5,5,0,0,10.0,12.0,,,,,,,,,,,,
Et ,C8H10,Ethylbenzene ,-2.7993221100005874,-4.0,-0.07,-0.15,0.0,-0.15,7500,106.16,106.078250319,106.078250319,0,8,0,0,3.1,0,CCC1=CC=CC=C1,51.1,1,18,2,1,8,6,2,0,0,8.0,10.0,,,,,,,,,,,,
NHC6H5,C12H11N,Diphenylamine,0.024472889999519385,-4.8,-0.02,-0.56,0.22,-0.78,11487,169.22,169.089149355,169.089149355,0,13,1,1,3.5,12,C1=CC=C(C=C1)NC2=CC=CC=C2,116,1,24,3,2,13,11,2,0,0,12.0,11.0,1.0,,,,,,,,,,,
CH2OSi(CH3)3,C10H16OSi,Benzyloxytrimethylsilane,-3.6778361100007695,-4.8,-0.04,-0.05,0.0,-0.05,518982,180.32,180.097041664,180.097041664,0,12,0,1,,9.2,C[Si](C)(C)OCC1=CC=CC=C1,122,1,28,4,1,12,6,6,0,0,10.0,16.0,,1.0,,,,,,,1.0,,,
1-adamantyl,C16H20,1-Phenyladamantane,-3.670933500000362,-4.760918370000564,-0.12,-0.13,-0.07,-0.06,522696,212.33,212.156500638,212.156500638,0,16,0,0,5.5,0,C1C2CC3CC1CC(C2)(C3)C4=CC=CC=C4,231,1,36,2,5,16,5,11,0,0,16.0,20.0,,,,,,,,,,,,
NHOH ,C6H7NO,N-Phenylhydroxylamine,-0.4775351100004253,-5.1,-0.04,-0.34,0.11,-0.45,7518,109.13,109.052763847,109.052763847,0,8,2,2,0.8,32.3,C1=CC=C(C=C1)NO,59.5,1,15,4,1,8,6,2,0,0,6.0,7.0,1.0,1.0,,,,,,,,,,
N=NNMe2,C8H11N3,"1-Phenyl-3,3-dimethyltriazene",-4.368097110000275,-5.6,-0.05,-0.03,-0.02,-0.01,23654,149.19,149.095297364,149.095297364,0,11,0,3,2.6,28,CN(C)N=NC1=CC=CC=C1,125,1,22,3,1,11,6,4,1,0,8.0,11.0,3.0,,,,,,,,,,,
NHCONHEt ,C9H12N2O,1-Ethyl-3-phenylurea,-1.9208081100004057,-5.8,0.04,-0.26,0.19,-0.45,12115,164.20,164.094963011,164.094963011,0,12,2,1,1.6,41.1,CCNC(=O)NC1=CC=CC=C1,142,1,24,4,1,12,6,5,1,0,9.0,12.0,2.0,1.0,,,,,,,,,,
O(CH2)4CH3,C11H16O,Pentyl phenyl ether,-1.3560491100006071,-6.2,0.1,-0.34,0.29,-0.63,16298,164.24,164.120115130,164.120115130,0,12,0,1,3.9,9.2,CCCCCOC1=CC=CC=C1,95.2,1,28,3,1,12,6,6,0,0,11.0,16.0,,1.0,,,,,,,,,,
N=C(Me)NHC6H5,C14H14N2,"N,N'-Diphenylacetamidine",-3.5523341099999475,-6.6,0.29,0.08,0.38,-0.3,12117,210.27,210.115698455,210.115698455,0,16,1,1,2.9,24.4,CC(=NC1=CC=CC=C1)NC2=CC=CC=C2,223,1,30,3,2,16,11,4,1,0,14.0,14.0,2.0,,,,,,,,,,,
NH2,C6H7N,ANILINE,-3.2385791100006784,-9.0,-0.16,-0.66,0.08,-0.74,6115,93.13,93.057849228,93.057849228,0,7,1,1,0.9,26,C1=CC=C(C=C1)N,46.1,1,14,3,1,7,6,1,0,0,6.0,7.0,1.0,,,,,,,,,,,
NHNH2 ,C6H8N2,Phenylhydrazine,-5.874121110000109,-11.2,-0.02,-0.55,0.22,-0.77,7516,108.14,108.068748264,108.068748264,0,8,2,2,1.2,38,C1=CC=C(C=C1)NN,57.5,1,16,3,1,8,6,2,0,0,6.0,8.0,2.0,,,,,,,,,,,
NHEt ,C8H11N,Ethylaniline,-5.497615109999872,-11.4,-0.24,-0.61,-0.04,-0.57,7670,121.18,121.089149355,121.089149355,0,9,1,1,2.2,12,CCNC1=CC=CC=C1,65,1,20,3,1,9,6,3,0,0,8.0,11.0,1.0,,,,,,,,,,,
NHEt ,C8H11N,Ethylaniline,-5.497615109999872,-11.4,-0.24,-0.61,-0.04,-0.57,949,121.18,121.089149355,121.089149355,0,9,0,1,2.3,3.2,CN(C)C1=CC=CC=C1,72.6,1,20,3,1,9,6,3,0,0,8.0,11.0,1.0,,,,,,,,,,,
N(Me)2 ,C8H11N,"N,N-dimethylaniline",-6.438880109999908,-12.3,-0.16,-0.83,0.15,-0.98,7670,121.18,121.089149355,121.089149355,0,9,1,1,2.2,12,CCNC1=CC=CC=C1,65,1,20,3,1,9,6,3,0,0,8.0,11.0,1.0,,,,,,,,,,,
N(Me)2 ,C8H11N,"N,N-dimethylaniline",-6.438880109999908,-12.3,-0.16,-0.83,0.15,-0.98,949,121.18,121.089149355,121.089149355,0,9,0,1,2.3,3.2,CN(C)C1=CC=CC=C1,72.6,1,20,3,1,9,6,3,0,0,8.0,11.0,1.0,,,,,,,,,,,
NH(CH2)3CH3,C10H15N,N-Butylaniline,-5.685868110000548,-11.6,-0.34,-0.51,-0.21,-0.3,14310,149.23,149.120449483,149.120449483,0,11,1,1,2.8,12,CCCCNC1=CC=CC=C1,84.9,1,26,3,1,11,6,5,0,0,10.0,15.0,1.0,,,,,,,,,,,
NH(CH2)3CH3,C10H15N,N-Butylaniline,-5.685868110000548,-11.6,-0.34,-0.51,-0.21,-0.3,7061,149.23,149.120449483,149.120449483,0,11,0,1,3.3,3.2,CCN(CC)C1=CC=CC=C1,91,1,26,3,1,11,6,5,0,0,10.0,15.0,1.0,,,,,,,,,,,
N(Et)2,C10H15N,Diethylaniline,-6.3133781100002,-11.9,-0.23,-0.72,0.01,-0.73,14310,149.23,149.120449483,149.120449483,0,11,1,1,2.8,12,CCCCNC1=CC=CC=C1,84.9,1,26,3,1,11,6,5,0,0,10.0,15.0,1.0,,,,,,,,,,,
N(Et)2,C10H15N,Diethylaniline,-6.3133781100002,-11.9,-0.23,-0.72,0.01,-0.73,7061,149.23,149.120449483,149.120449483,0,11,0,1,3.3,3.2,CCN(CC)C1=CC=CC=C1,91,1,26,3,1,11,6,5,0,0,10.0,15.0,1.0,,,,,,,,,,,
OMe,C7H8O,Anisole,-0.2,-5.0,0.12,-0.27,0.29,-0.56,7519,108.14,108.057514874,108.057514874,0,8,0,1,2.1,9.2,COC1=CC=CC=C1,55.4,1,16,3,1,8,6,2,0,0,7.0,8.0,,1.0,,,,,,,,,,
Hydroxide,OH-,hydroxide ion,0,0,0,0,0,0,961,17.007,17.002739651,17.002739651,-1,1,1,1,-0.6,1,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,
