system,smiles,sites,substituents,base_smiles,n_subs,dv_c_sum,notes
"3,4-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,4-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,4-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,4-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"3,4-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"3,4-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,4-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"3,4","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"3,5-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"3,5-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"3,5-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"3,5-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"3,5-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"3,5-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"3,5-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"3,5-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"3,5-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"3,5-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"3,5-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/CHO-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(OCF3)2-phen",OC(F)(F)F.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/Cl-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/Br-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/NH2-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/OMe-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/Me-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OCF3/Et-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OCF3,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/CN-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/CHO-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/OCF3-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(Cl)2-phen",Cl.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/Br-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/NH2-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/OMe-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/Me-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Cl/Et-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Cl,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/CN-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/CHO-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/OCF3-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/Cl-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(Br)2-phen",Br.Br.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/NH2-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"3,5-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"3,5-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"3,5-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"3,5-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"3,5","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"3,5-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"3,5-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"3,5-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"3,5-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
"3,5-OMe/Me-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-OMe/Et-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","OMe,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"3,5-Me/CN-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/CHO-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/OCF3-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/Cl-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/Br-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/NH2-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/OMe-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(Me)2-phen",C.C.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Me/Et-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Me,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Et/CN-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"3,5-Et/CHO-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"3,5-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"3,5-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"3,5-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,5-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"3,5","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"3,6-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"3,6-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"3,6-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"3,6-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"3,6-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"3,6","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"3,6-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"3,6-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"3,6-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"3,6-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"3,6-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"3,6","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"3,6-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/CHO-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-(OCF3)2-phen",OC(F)(F)F.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/Cl-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/Br-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/NH2-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/OMe-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/Me-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OCF3/Et-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OCF3,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/CN-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/CHO-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/OCF3-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-(Cl)2-phen",Cl.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/Br-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/NH2-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/OMe-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/Me-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Cl/Et-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Cl,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/CN-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/CHO-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/OCF3-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/Cl-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-(Br)2-phen",Br.Br.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/NH2-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"3,6","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"3,6-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"3,6-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"3,6-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"3,6-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"3,6","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"3,6-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"3,6-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"3,6-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"3,6-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"3,6-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"3,6","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
